summary;type;component;epic;assignee;storyPoints;versions;fixVersions;backendSubTasks;frontendSubTasks;requirementSubTasks;stdTestsSubTasks;automationSubTasks;labels
GDP-STD-19111 - REMOVE THE SEVERITY AN ALARM AND USING FALLBACK SEVERITY OF THE ALARM TYPE VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19112 - REMOVE THE DESCRIPTION FIELD AN ALARM AND USING FALLBACK DESCRIPTION OF THE ALARM TYPE VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19113 - REMOVE THE DESCRIPTION TEX ID FIELD AN ALARM AND USING FALLBACK DESCRIPTION OF THE ALARM TYPE VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19114 - REMOVE THE SUBSYTEM FIELD AN ALARM AND USING FALLBACK SUBSYTEM OF THE ALARM TYPE VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19115 - ADD DESCRIPTION TEXT ID AN ALARM AND USE THAT VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19116 - ADD DESCRIPTION AN ALARM AND USE THAT VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19117 - ADD SEVERITY AN ALARM AND USE THAT VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19118 - ADD SUB-SYSTEM AN ALARM AND USE THAT VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19119 - CREATE AN ALARM WITH WAYSIDE ORIGIN VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19120 - CREATE AN ALARM WITH ONBOARD ORIGIN VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19121 - CREATE AN ALARM WITH NULL ORIGIN VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19123 - LIST ALARMS BY LOCALE VIA API;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19125 - ALARM DETAILS ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19131 - USERS CANNOT CREATE ALARMS WHEN NO POLICY-SET IS DEFINED AND POLICY CHECK IS ENABLED;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19132 - USERS CANNOT CREATE ALARMS WHEN NO POLICIES ARE DEFINED AND POLICY CHECK IS ENABLED;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19135 - USER IS BOUNDED TO ACL PERMISSIONS - PARTIAL PERMISSIONS ACTIVE;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19136 - CREATE NA ALARM WITH CONTRADICTORY CONDITIONS;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19137 - ALL USERS CAN CREATE ALARMS WHEN THE POLICY MANAGER IS DOWN  (DEFAULT) ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19138 - USERS CANNOT CREATE ALARMS WHEN THE POLICY MANAGER IS DOWN AND POLICY CHECK IS ENABLED;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19139 - ALL USERS CAN CREATE ALARMS WHEN THE POLICY SET IS DELETED (DEFAULT) ;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
GDP-STD-19140 - USERS CANNOT CREATE ALARMS WHEN THE POLICY SET IS DELETED AND POLICY CHECK IS ENABLED;Story;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;alarm_manager,test_execution
